cur_id,language,sentence,word,complexity
3542,english,"Thin layers of articular cartilage line the bones of synovial joints and provide a smooth, wear-resistant structure that reduces friction and absorbs impact forces (Brandt et al. 1998).",cartilage,0.3
3543,english,"Therefore, BMPR1A appears to maintain articular cartilage primarily through inducing expression of key ECM components.",cartilage,0.359375
3544,english,"It is interesting that the SOX9 transcription factor continues to be expressed in mutant cartilage despite loss of Col2a1, a direct target of this transcription factor (Bell et al. 1997; Lefebvre et al. 1997).",cartilage,0.390625
3545,english,"PRC1, including ph, recognizes the histone H3 lysine 27 mark set by PRC2 and maintains a stable state of gene repression in which PRC1 blocks chromatin remodeling by the trithorax group-related SWI-SNF complex [46,47].",mark,0.4117647058823529
3546,english,"Normal differentiation of lens fiber cells consists of a progression from a simple cuboidal epithelial cell, containing a nucleus and a minimal numbers of organelles, to a stratified layer of elongated fiber-like cells, devoid of nuclei and organelles.",nucleus,0.2647058823529411
3547,english,"Pericentric domains from different chromosomes form clusters, which are revealed by FISH as large spots that coincide with DAPI-dense foci in the interphase nucleus (Figure 4A).",nucleus,0.3035714285714286
3548,english,In alphaA/BKO lenses the embryonic/fetal nucleus (primary lens fibers) had migrated posteriorly and appeared to be in contact with the posterior capsule.,nucleus,0.3125
3549,english,"In transfected CHO cells, alphaB has also been shown to ectopically localize to interphase nuclei, suggesting a role for this protein in the nucleus [19].",nucleus,0.359375
3550,english,"Expression studies demonstrated the distribution of Annexin A7 in a wide variety of tissues and cells mainly enriched in the cytosol in close association with membranous structures, but it was also described in the nucleus of adrenal chromaffin cells [4].",nucleus,0.375
3551,english,"The loss of Sertoli cells in XY      Fgf9     −/− gonads is not due to cell death, but instead to a transition of supporting cell fate as SOX9 expression is lost.",transition,0.2647058823529411
3552,english,The fact that Sam68−/− osteoclasts looked and acted like Sam68+/+ osteoclasts ex vivo and in vivo made it unlikely that this was the primary source of the difference in bone metabolism in 12-month-old Sam68−/− mice.,source,0.2647058823529411
3553,english,"Disruption of Capn1, encoding the μ-calpain catalytic subunit, was subsequently reported to result in fertile, viable mice with some mild defects in the μ-calpain rich platelets relating to their aggregation and clot retraction [33].",Disruption,0.2647058823529411
3554,english,"Data from a number of previous studies also show that different olfactory receptor genes, or even copies of the same olfactory receptor transgene in different genomic locations are expressed in different numbers of cells [14,18,35], but do not address the issue of transcript level per cell.",copies,0.2647058823529411
3555,english,"The morphological differences in alphaA/BKO lenses, compared to age matched wild type lenses, were consistent with the hypothesis that alpha-crystallin plays an active role in the differentiation and growth of lens fiber cells.",hypothesis,0.2647058823529411
3556,english,Histochemical analysis was performed to verify this hypothesis.,hypothesis,0.275
3557,english,"To test the hypothesis that a temporal delay in the onset of transcriptional programs is crucial for the control of appropriate neuronal maturation, we studied the development of proprioceptive DRG neurons, since transcriptional effectors regulated by target-derived signals, as well as some of their downstream biological actions, have been identified for these neurons.",hypothesis,0.2833333333333333
3558,english,The lack of cellar organization and uniform cell shape at the equatorial region observed in alphaA/BKO lenses supports this hypothesis.,hypothesis,0.375
3559,english,This hypothesis is amenable to testing in the Dhcr7 null mice.,hypothesis,0.3833333333333333
3560,english,"It is notable that, despite extensive analysis of Fog2 biology and the generation of a Fog2 knock-out mouse, its role in diaphragm and lung development was previously not recognized.",biology,0.2647058823529411
3561,english,"Dual color imaging of several GFP variant proteins is a very attractive prospect and has become a standard procedure in cell biology [7,8].",biology,0.34375
3562,english,"Similarly, CAF-1 is essential in mammalian cell lines for the progression of DNA replication [16,23,24,34].",replication,0.2647058823529411
3563,english,DNA helicase is a central factor for operation of replication forks.,replication,0.3
3564,english,"Unexpectedly, Mcm4/6/7 helicase is not capable of efficiently unwinding the GC-rich duplex segment, suggesting that some other mechanism may be required for completion of replication of the entire genome.",replication,0.3055555555555556
3565,english,"The annexins may participate in a nuclear response to initial cell stimulation or to a Ca2+-transient, presumably by regulating DNA replication.",replication,0.3249999999999999
3566,english,It also plays a crucial role in the initiation step at the replication origins.,replication,0.4285714285714286
3567,english,"Of note, although some of their results were confirmed in our study, we found a fundamentally different phenotype with regard to clearance of apoptotic cells.",regard,0.2647058823529411
3568,english,"In order to generate a DsRed variant that may be amenable to use in ES cells and mice, we recently introduced various sequences that direct nuclear localization to the DsRed coding region.",sequences,0.265625
3569,english,"The site of mutation is of interest, particularly the fact that in each of the three families the telomeric end of the deletion is anchored between exons 3 and 4 of SUMF1; sequence searches failed to identify any repeat sequences that might explain this phenomenon.",sequences,0.2833333333333333
3570,english,ADAM22 and ADAM23 share highly homologous sequences in their extracellular domains.,sequences,0.3
3571,english,Our results and the sequences we provide will facilitate future global studies of the mechanisms and dynamics of olfactory receptor gene expression.,sequences,0.375
3572,english,"Recent evidence points toward a transcriptional coactivator, peroxisome proliferator-activated receptor-γ (PPARγ) coactivator-1α (PGC-1α), as an integrator of the molecular regulatory circuitry involved in the transcriptional control of cellular energy metabolism, including mitochondrial function and biogenesis [1,2].",energy,0.265625
3573,english,"However, the necessity of PGC-1α for energy metabolic homeostasis, mitochondrial biogenesis, development, and growth can only be addressed using loss-of-function strategies.",energy,0.2666666666666667
